Contiguous U.S. Statewide Average Temperature,,,,,,
Units: Degrees Fahrenheit,,,,,,
Missing: -99,Rank out of 127 Years,,,,,
2200,Mississippi,201905,74.3,114,3,71.3
2200,Mississippi,201906,78.3,58,0,78.3
2200,Mississippi,201907,80.8,59,0,80.8
2200,Mississippi,201908,81.4,96,1.2,80.2
2200,Mississippi,201909,81.2,125,6.1,75.1
2200,Mississippi,201910,66.6,98,2.2,64.4
2200,Mississippi,201911,50.3,12,-3.6,53.9
2200,Mississippi,201912,50.7,108,3.9,46.8
2200,Mississippi,202001,50.3,111,5.2,45.1
2200,Mississippi,202002,51.2,97,2.9,48.3
2200,Mississippi,202003,64.2,124,8.6,55.6
2200,Mississippi,202004,63.1,57,-0.5,63.6
2200,Mississippi,202005,70.4,44,-0.9,71.3
2200,Mississippi,202006,78.4,60,0.1,78.3
2200,Mississippi,202007,82.3,107,1.5,80.8
2200,Mississippi,202008,80.3,70,0.1,80.2
2200,Mississippi,202009,75.4,69,0.3,75.1
2200,Mississippi,202010,65.8,83,1.4,64.4
2200,Mississippi,202011,58.5,113,4.6,53.9
2200,Mississippi,202012,47.2,77,0.4,46.8
2200,Mississippi,202101,47.1,84,2,45.1
2200,Mississippi,202102,44.2,21,-4.1,48.3
2200,Mississippi,202103,60.2,113,4.6,55.6
2200,Mississippi,202104,62.3,39,-1.3,63.6
2200,Mississippi,202105,70,33,-1.3,71.3
2200,Mississippi,202106,78.2,52,-0.1,78.3
2200,Mississippi,202107,80.9,61,0.1,80.8
2300,Missouri,201501,31.2,77,1.8,29.4
2300,Missouri,201502,26.2,13,-7.6,33.8
2300,Missouri,201503,44.5,71,0.9,43.6
2300,Missouri,201504,57.7,102,3.2,54.5
2300,Missouri,201505,64.8,74,0.6,64.2
2300,Missouri,201506,74.3,85,1.3,73
2300,Missouri,201507,77.4,61,-0.3,77.7
2300,Missouri,201508,73.4,16,-2.6,76
2300,Missouri,201509,71.6,112,3.4,68.2
2300,Missouri,201510,57.7,77,0.7,57
2300,Missouri,201511,48.9,116,5.3,43.6
2300,Missouri,201512,42.4,126,9.4,33
2300,Missouri,201601,30.9,72,1.5,29.4
2300,Missouri,201602,39.1,106,5.3,33.8
2300,Missouri,201603,50.4,119,6.8,43.6
2300,Missouri,201604,57.3,100,2.8,54.5
2300,Missouri,201605,62.7,39,-1.5,64.2
2300,Missouri,201606,76.9,118,3.9,73
2300,Missouri,201607,78.1,80,0.4,77.7
2300,Missouri,201608,76.7,83,0.7,76
2300,Missouri,201609,71.7,113,3.5,68.2
2300,Missouri,201610,62.1,120,5.1,57
2300,Missouri,201611,51,123,7.4,43.6
2300,Missouri,201612,32.4,52,-0.6,33
2300,Missouri,201701,35.4,117,6,29.4
2300,Missouri,201702,45.1,127,11.3,33.8
2300,Missouri,201703,48.4,110,4.8,43.6
2300,Missouri,201704,58.5,115,4,54.5
2300,Missouri,201705,64.1,56,-0.1,64.2
2300,Missouri,201706,73.5,74,0.5,73
2300,Missouri,201707,78.8,92,1.1,77.7
2300,Missouri,201708,72.1,7,-3.9,76
2300,Missouri,201709,70.4,90,2.2,68.2
2300,Missouri,201710,59,99,2,57
2300,Missouri,201711,46.2,93,2.6,43.6
2300,Missouri,201712,34.3,66,1.3,33
2300,Missouri,201801,28,40,-1.4,29.4
2300,Missouri,201802,35.6,86,1.8,33.8
2300,Missouri,201803,44,59,0.4,43.6
2300,Missouri,201804,48.2,2,-6.3,54.5
2300,Missouri,201805,72.5,127,8.3,64.2
2300,Missouri,201806,77.4,120,4.4,73
2300,Missouri,201807,78.2,82,0.5,77.7
2300,Missouri,201808,76.4,74,0.4,76
2300,Missouri,201809,71.3,109,3.1,68.2
2300,Missouri,201810,56.4,53,-0.6,57
2300,Missouri,201811,37.6,4,-6,43.6
2300,Missouri,201812,36.8,100,3.8,33
2300,Missouri,201901,31,74,1.6,29.4
2300,Missouri,201902,33,54,-0.8,33.8
2300,Missouri,201903,40.9,38,-2.7,43.6
2300,Missouri,201904,56.7,93,2.2,54.5
2300,Missouri,201905,64.5,64,0.3,64.2
2300,Missouri,201906,72.4,49,-0.6,73
2300,Missouri,201907,77.6,69,-0.1,77.7
2300,Missouri,201908,75.3,48,-0.7,76
2300,Missouri,201909,74.8,126,6.6,68.2
2300,Missouri,201910,54.3,19,-2.7,57
2300,Missouri,201911,40.2,22,-3.4,43.6
2300,Missouri,201912,39,119,6,33
2300,Missouri,202001,34.5,111,5.1,29.4
2300,Missouri,202002,35.4,84,1.6,33.8
2300,Missouri,202003,48.8,113,5.2,43.6
2300,Missouri,202004,53,35,-1.5,54.5
2300,Missouri,202005,62,27,-2.2,64.2
2300,Missouri,202006,75.1,101,2.1,73
2300,Missouri,202007,79.1,103,1.4,77.7
2300,Missouri,202008,74.2,25,-1.8,76
2300,Missouri,202009,67.2,43,-1,68.2
2300,Missouri,202010,53.6,14,-3.4,57
2300,Missouri,202011,49.6,118,6,43.6
2300,Missouri,202012,36.3,92,3.3,33
2300,Missouri,202101,33.6,98,4.2,29.4
2300,Missouri,202102,24.4,9,-9.4,33.8
2300,Missouri,202103,49.9,117,6.3,43.6
2300,Missouri,202104,54.2,56,-0.3,54.5
2300,Missouri,202105,62.3,33,-1.9,64.2
2300,Missouri,202106,74.9,96,1.9,73
2300,Missouri,202107,76.6,41,-1.1,77.7
2400,Montana,201501,24.7,112,8,16.7
2400,Montana,201502,26.9,102,5.6,21.3
2400,Montana,201503,39.5,125,10.1,29.4
2400,Montana,201504,42.8,93,2.1,40.7
2400,Montana,201505,49.6,58,-0.6,50.2
2400,Montana,201506,63.8,122,5.5,58.3
2400,Montana,201507,66.2,69,0.5,65.7
2400,Montana,201508,65.9,94,1.8,64.1
2400,Montana,201509,57.3,109,3.5,53.8
2400,Montana,201510,48,124,4.8,43.2
2400,Montana,201511,30,67,0.5,29.5
2400,Montana,201512,23.6,78,3,20.6
2400,Montana,201601,23.4,100,6.7,16.7
2400,Montana,201602,33.6,126,12.3,21.3
2400,Montana,201603,37.4,120,8,29.4
2400,Montana,201604,45,115,4.3,40.7
2400,Montana,201605,51,83,0.8,50.2
2400,Montana,201606,62.4,115,4.1,58.3
2400,Montana,201607,65.9,57,0.2,65.7
2400,Montana,201608,64.4,59,0.3,64.1
2400,Montana,201609,54.8,76,1,53.8
2400,Montana,201610,44.3,75,1.1,43.2
2400,Montana,201611,39.1,125,9.6,29.5
2400,Montana,201612,14.2,18,-6.4,20.6
2400,Montana,201701,15.2,42,-1.5,16.7
2400,Montana,201702,25.4,89,4.1,21.3
2400,Montana,201703,35.8,112,6.4,29.4
2400,Montana,201704,42.1,84,1.4,40.7
2400,Montana,201705,52.3,100,2.1,50.2
2400,Montana,201706,60.6,102,2.3,58.3
2400,Montana,201707,71.6,124,5.9,65.7
2400,Montana,201708,65.5,87,1.4,64.1
2400,Montana,201709,55.2,84,1.4,53.8
2400,Montana,201710,42.6,48,-0.6,43.2
2400,Montana,201711,30.7,78,1.2,29.5
2400,Montana,201712,21.1,53,0.5,20.6
2400,Montana,201801,21.7,83,5,16.7
2400,Montana,201802,11.4,7,-9.9,21.3
2400,Montana,201803,28.3,44,-1.1,29.4
2400,Montana,201804,37.9,27,-2.8,40.7
2400,Montana,201805,55.7,122,5.5,50.2
2400,Montana,201806,59.2,85,0.9,58.3
2400,Montana,201807,66.8,80,1.1,65.7
2400,Montana,201808,64.5,62,0.4,64.1
2400,Montana,201809,53,39,-0.8,53.8
2400,Montana,201810,41.6,36,-1.6,43.2
2400,Montana,201811,30.2,71,0.7,29.5
2400,Montana,201812,25,98,4.4,20.6
2400,Montana,201901,24.7,112,8,16.7
2400,Montana,201902,5.1,2,-16.2,21.3
2400,Montana,201903,25.2,26,-4.2,29.4
2400,Montana,201904,41.9,81,1.2,40.7
2400,Montana,201905,47.7,25,-2.5,50.2
2400,Montana,201906,58.6,72,0.3,58.3
2400,Montana,201907,65,40,-0.7,65.7
2400,Montana,201908,64.8,73,0.7,64.1
2400,Montana,201909,55,80,1.2,53.8
2400,Montana,201910,35.4,3,-7.8,43.2
2400,Montana,201911,29.3,55,-0.2,29.5
2400,Montana,201912,25.8,108,5.2,20.6
2400,Montana,202001,23.5,102,6.8,16.7
2400,Montana,202002,25.6,91,4.3,21.3
2400,Montana,202003,31.6,80,2.2,29.4
2400,Montana,202004,38.2,32,-2.5,40.7
2400,Montana,202005,50.5,73,0.3,50.2
2400,Montana,202006,59.4,89,1.1,58.3
2400,Montana,202007,65.6,52,-0.1,65.7
2400,Montana,202008,67.4,116,3.3,64.1
2400,Montana,202009,57,108,3.2,53.8
2400,Montana,202010,39.3,15,-3.9,43.2
2400,Montana,202011,32.8,94,3.3,29.5
2400,Montana,202012,28.5,122,7.9,20.6
2400,Montana,202101,26.7,119,10,16.7
2400,Montana,202102,13.6,13,-7.7,21.3
2400,Montana,202103,36.1,115,6.7,29.4
2400,Montana,202104,40.4,57,-0.3,40.7
2400,Montana,202105,48.7,40,-1.5,50.2
2400,Montana,202106,65.4,126,7.1,58.3
2400,Montana,202107,72.6,125,6.9,65.7
2500,Nebraska,201501,27.2,98,5.1,22.1
2500,Nebraska,201502,26.1,58,-0.6,26.7
2500,Nebraska,201503,42.9,119,7.1,35.8
2500,Nebraska,201504,50.5,101,2.8,47.7
2500,Nebraska,201505,56.2,30,-2.2,58.4
2500,Nebraska,201506,69.8,89,1.5,68.3
2500,Nebraska,201507,73.4,40,-1.1,74.5
2500,Nebraska,201508,70.9,35,-1.4,72.3
2500,Nebraska,201509,68.6,123,5.8,62.8
2500,Nebraska,201510,54.3,114,3.5,50.8
2500,Nebraska,201511,40.1,110,4.2,35.9
2500,Nebraska,201512,29.7,104,4.4,25.3
2500,Nebraska,201601,26,88,3.9,22.1
2500,Nebraska,201602,35,117,8.3,26.7
2500,Nebraska,201603,43.9,123,8.1,35.8
2500,Nebraska,201604,49.9,94,2.2,47.7
2500,Nebraska,201605,57.2,48,-1.2,58.4
2500,Nebraska,201606,73.3,117,5,68.3
2500,Nebraska,201607,74.2,55,-0.3,74.5
2500,Nebraska,201608,71.8,48,-0.5,72.3
2500,Nebraska,201609,65,95,2.2,62.8
2500,Nebraska,201610,55.4,120,4.6,50.8
2500,Nebraska,201611,44.3,125,8.4,35.9
2500,Nebraska,201612,23.8,38,-1.5,25.3
2500,Nebraska,201701,24.8,73,2.7,22.1
2500,Nebraska,201702,35.4,121,8.7,26.7
2500,Nebraska,201703,42.2,116,6.4,35.8
2500,Nebraska,201704,49.7,90,2,47.7
2500,Nebraska,201705,57,45,-1.4,58.4
2500,Nebraska,201706,70.7,96,2.4,68.3
2500,Nebraska,201707,76.8,105,2.3,74.5
2500,Nebraska,201708,69,10,-3.3,72.3
2500,Nebraska,201709,65,95,2.2,62.8
2500,Nebraska,201710,51,68,0.2,50.8
2500,Nebraska,201711,39.9,108,4,35.9
2500,Nebraska,201712,26.6,63,1.3,25.3
2500,Nebraska,201801,23,63,0.9,22.1
2500,Nebraska,201802,21.7,24,-5,26.7
2500,Nebraska,201803,38.5,82,2.7,35.8
2500,Nebraska,201804,41.2,2,-6.5,47.7
2500,Nebraska,201805,63.8,124,5.4,58.4
2500,Nebraska,201806,72.2,112,3.9,68.3
2500,Nebraska,201807,73.4,40,-1.1,74.5
2500,Nebraska,201808,70.8,33,-1.5,72.3
2500,Nebraska,201809,65.7,101,2.9,62.8
2500,Nebraska,201810,47.2,19,-3.6,50.8
2500,Nebraska,201811,33.5,28,-2.4,35.9
2500,Nebraska,201812,28.1,89,2.8,25.3
2500,Nebraska,201901,26.4,91,4.3,22.1
2500,Nebraska,201902,17.2,7,-9.5,26.7
2500,Nebraska,201903,31.7,27,-4.1,35.8
2500,Nebraska,201904,49.2,84,1.5,47.7
2500,Nebraska,201905,53.5,6,-4.9,58.4
2500,Nebraska,201906,68,56,-0.3,68.3
2500,Nebraska,201907,74.5,62,0,74.5
2500,Nebraska,201908,71.5,45,-0.8,72.3
2500,Nebraska,201909,68.3,122,5.5,62.8
2500,Nebraska,201910,44.2,5,-6.6,50.8
2500,Nebraska,201911,35.2,47,-0.7,35.9
2500,Nebraska,201912,30.2,108,4.9,25.3
2500,Nebraska,202001,27.3,100,5.2,22.1
2500,Nebraska,202002,29.5,89,2.8,26.7
2500,Nebraska,202003,41.1,107,5.3,35.8
2500,Nebraska,202004,46.1,35,-1.6,47.7
2500,Nebraska,202005,56.8,43,-1.6,58.4
2500,Nebraska,202006,73.5,119,5.2,68.3
2500,Nebraska,202007,75.3,83,0.8,74.5
2500,Nebraska,202008,74.1,104,1.8,72.3
2500,Nebraska,202009,62.7,59,-0.1,62.8
2500,Nebraska,202010,46.4,14,-4.4,50.8
2500,Nebraska,202011,42.6,122,6.7,35.9
2500,Nebraska,202012,31.3,118,6,25.3
2500,Nebraska,202101,29.3,114,7.2,22.1
2500,Nebraska,202102,16.6,6,-10.1,26.7
2500,Nebraska,202103,42.6,118,6.8,35.8
2500,Nebraska,202104,47,46,-0.7,47.7
2500,Nebraska,202105,57.9,58,-0.5,58.4
2500,Nebraska,202106,72.7,116,4.4,68.3
2500,Nebraska,202107,74.9,74,0.4,74.5
2600,Nevada,201501,37.7,123,7.8,29.9
2600,Nevada,201502,42.8,127,8.7,34.1
2600,Nevada,201503,47.6,125,8.1,39.5
2600,Nevada,201504,47.8,82,1.2,46.6
2600,Nevada,201505,55.4,67,0.4,55
2600,Nevada,201506,71,125,7.1,63.9
2600,Nevada,201507,70.9,29,-1.2,72.1
2600,Nevada,201508,72.7,108,2.6,70.1
2600,Nevada,201509,65.9,123,4.2,61.7
2600,Nevada,201510,56.2,124,5.5,50.7
2600,Nevada,201511,35.9,20,-3,38.9
2600,Nevada,201512,30.8,54,-0.4,31.2
2600,Nevada,201601,31.1,63,1.2,29.9
2600,Nevada,201602,38,106,3.9,34.1
2600,Nevada,201603,44.2,113,4.7,39.5
2600,Nevada,201604,50.1,110,3.5,46.6
2600,Nevada,201605,55.1,63,0.1,55
2600,Nevada,201606,69.7,124,5.8,63.9
2600,Nevada,201607,73.7,96,1.6,72.1
2600,Nevada,201608,72.1,95,2,70.1
2600,Nevada,201609,62.3,73,0.6,61.7
2600,Nevada,201610,53.2,103,2.5,50.7
2600,Nevada,201611,43.2,116,4.3,38.9
2600,Nevada,201612,30.5,49,-0.7,31.2
2600,Nevada,201701,29.1,42,-0.8,29.9
2600,Nevada,201702,38.1,107,4,34.1
2600,Nevada,201703,45.7,121,6.2,39.5
2600,Nevada,201704,47.1,72,0.5,46.6
2600,Nevada,201705,57.1,91,2.1,55
2600,Nevada,201706,68.6,119,4.7,63.9
2600,Nevada,201707,76.2,120,4.1,72.1
2600,Nevada,201708,73.5,122,3.4,70.1
2600,Nevada,201709,61.6,52,-0.1,61.7
2600,Nevada,201710,50.4,56,-0.3,50.7
2600,Nevada,201711,44.4,123,5.5,38.9
2600,Nevada,201712,34.8,110,3.6,31.2
2600,Nevada,201801,38.5,125,8.6,29.9
2600,Nevada,201802,33.7,48,-0.4,34.1
2600,Nevada,201803,39.5,57,0,39.5
2600,Nevada,201804,50,108,3.4,46.6
2600,Nevada,201805,57.7,98,2.7,55
2600,Nevada,201806,67.8,108,3.9,63.9
2600,Nevada,201807,77,125,4.9,72.1
2600,Nevada,201808,73.2,117,3.1,70.1
2600,Nevada,201809,65,114,3.3,61.7
2600,Nevada,201810,50.3,53,-0.4,50.7
2600,Nevada,201811,39.4,62,0.5,38.9
2600,Nevada,201812,32,74,0.8,31.2
2600,Nevada,201901,34.1,105,4.2,29.9
2600,Nevada,201902,30,17,-4.1,34.1
2600,Nevada,201903,40.1,66,0.6,39.5
2600,Nevada,201904,50.1,110,3.5,46.6
2600,Nevada,201905,51.7,19,-3.3,55
2600,Nevada,201906,64.3,68,0.4,63.9
2600,Nevada,201907,72.8,69,0.7,72.1
2600,Nevada,201908,73.1,114,3,70.1
2600,Nevada,201909,61.7,54,0,61.7
2600,Nevada,201910,45.6,5,-5.1,50.7
2600,Nevada,201911,41.8,101,2.9,38.9
2600,Nevada,201912,33.2,83,2,31.2
2600,Nevada,202001,35.3,117,5.4,29.9
2600,Nevada,202002,36.2,90,2.1,34.1
2600,Nevada,202003,40.4,77,0.9,39.5
2600,Nevada,202004,48.8,92,2.2,46.6
2600,Nevada,202005,58.9,111,3.9,55
2600,Nevada,202006,65,75,1.1,63.9
2600,Nevada,202007,74.2,105,2.1,72.1
2600,Nevada,202008,75.5,126,5.4,70.1
2600,Nevada,202009,66.5,125,4.8,61.7
2600,Nevada,202010,55.1,117,4.4,50.7
2600,Nevada,202011,40.4,80,1.5,38.9
2600,Nevada,202012,32.3,78,1.1,31.2
2600,Nevada,202101,33.7,99,3.8,29.9
2600,Nevada,202102,35.5,74,1.4,34.1
2600,Nevada,202103,39.2,52,-0.3,39.5
2600,Nevada,202104,49.3,99,2.7,46.6
2600,Nevada,202105,57.1,91,2.1,55
2600,Nevada,202106,72.4,127,8.5,63.9
2600,Nevada,202107,77.6,127,5.5,72.1
2700,New Hampshire,201501,14.6,29,-2.5,17.1
2700,New Hampshire,201502,8.1,2,-10.4,18.5
2700,New Hampshire,201503,23.8,12,-5,28.8
2700,New Hampshire,201504,40.6,58,-0.1,40.7
2700,New Hampshire,201505,58.9,127,6.3,52.6
2700,New Hampshire,201506,60.2,27,-1.3,61.5
2700,New Hampshire,201507,66.9,68,0.4,66.5
2700,New Hampshire,201508,67.6,115,3.5,64.1
2700,New Hampshire,201509,62.7,125,6.2,56.5
2700,New Hampshire,201510,45.2,48,-0.6,45.8
2700,New Hampshire,201511,39.6,120,5.5,34.1
2700,New Hampshire,201512,35.2,126,13.5,21.7
2700,New Hampshire,201601,22.9,111,5.8,17.1
2700,New Hampshire,201602,25.6,120,7.1,18.5
2700,New Hampshire,201603,35.2,117,6.4,28.8
2700,New Hampshire,201604,40.2,54,-0.5,40.7
2700,New Hampshire,201605,54.8,97,2.2,52.6
2700,New Hampshire,201606,62.6,88,1.1,61.5
2700,New Hampshire,201607,68.5,103,2,66.5
2700,New Hampshire,201608,68.2,121,4.1,64.1
2700,New Hampshire,201609,60.5,118,4,56.5
2700,New Hampshire,201610,48,102,2.2,45.8
2700,New Hampshire,201611,37.9,108,3.8,34.1
2700,New Hampshire,201612,24.4,86,2.7,21.7
2700,New Hampshire,201701,25.7,121,8.6,17.1
2700,New Hampshire,201702,26.7,122,8.2,18.5
2700,New Hampshire,201703,25.3,23,-3.5,28.8
2700,New Hampshire,201704,45.8,123,5.1,40.7
2700,New Hampshire,201705,52.2,53,-0.4,52.6
2700,New Hampshire,201706,62.6,88,1.1,61.5
2700,New Hampshire,201707,66.5,59,0,66.5
2700,New Hampshire,201708,64.1,61,0,64.1
2700,New Hampshire,201709,62.2,124,5.7,56.5
2700,New Hampshire,201710,53.9,126,8.1,45.8
2700,New Hampshire,201711,34.6,67,0.5,34.1
2700,New Hampshire,201712,19.6,35,-2.1,21.7
2700,New Hampshire,201801,18.3,72,1.2,17.1
2700,New Hampshire,201802,27,124,8.5,18.5
2700,New Hampshire,201803,30.3,82,1.5,28.8
2700,New Hampshire,201804,38,15,-2.7,40.7
2700,New Hampshire,201805,57.3,122,4.7,52.6
2700,New Hampshire,201806,61.4,46,-0.1,61.5
2700,New Hampshire,201807,69.9,120,3.4,66.5
2700,New Hampshire,201808,69.2,126,5.1,64.1
2700,New Hampshire,201809,61.1,121,4.6,56.5
2700,New Hampshire,201810,45,43,-0.8,45.8
2700,New Hampshire,201811,31.2,15,-2.9,34.1
2700,New Hampshire,201812,24.7,91,3,21.7
2700,New Hampshire,201901,18,70,0.9,17.1
2700,New Hampshire,201902,21,88,2.5,18.5
2700,New Hampshire,201903,27.4,49,-1.4,28.8
2700,New Hampshire,201904,42.4,93,1.7,40.7
2700,New Hampshire,201905,51.3,37,-1.3,52.6
2700,New Hampshire,201906,61.6,53,0.1,61.5
2700,New Hampshire,201907,70,122,3.5,66.5
2700,New Hampshire,201908,65.7,89,1.6,64.1
2700,New Hampshire,201909,57.5,76,1,56.5
2700,New Hampshire,201910,47.9,97,2.1,45.8
2700,New Hampshire,201911,31.5,21,-2.6,34.1
2700,New Hampshire,201912,24.7,91,3,21.7
2700,New Hampshire,202001,25.1,119,8,17.1
2700,New Hampshire,202002,24.1,112,5.6,18.5
2700,New Hampshire,202003,34.1,114,5.3,28.8
2700,New Hampshire,202004,39.6,43,-1.1,40.7
2700,New Hampshire,202005,53.4,70,0.8,52.6
2700,New Hampshire,202006,63.9,114,2.4,61.5
2700,New Hampshire,202007,71.1,127,4.6,66.5
2700,New Hampshire,202008,66.5,102,2.4,64.1
2700,New Hampshire,202009,58.5,100,2,56.5
2700,New Hampshire,202010,47.1,88,1.3,45.8
2700,New Hampshire,202011,38.6,113,4.5,34.1
2700,New Hampshire,202012,28,112,6.3,21.7
2700,New Hampshire,202101,23,112,5.9,17.1
2700,New Hampshire,202102,20.5,80,2,18.5
2700,New Hampshire,202103,32.4,105,3.6,28.8
2700,New Hampshire,202104,44,112,3.3,40.7
2700,New Hampshire,202105,54.7,91,2.1,52.6
2700,New Hampshire,202106,66.6,127,5.1,61.5
2700,New Hampshire,202107,65.6,29,-0.9,66.5
2800,New Jersey,201501,27.9,39,-1.7,29.6
2800,New Jersey,201502,22.3,6,-8.3,30.6
2800,New Jersey,201503,35.9,21,-3.4,39.3
2800,New Jersey,201504,51.5,91,2.2,49.3
2800,New Jersey,201505,66.1,127,6.3,59.8
2800,New Jersey,201506,70.3,97,1.8,68.5
2800,New Jersey,201507,75.2,98,1.7,73.5
2800,New Jersey,201508,74.3,109,2.7,71.6
2800,New Jersey,201509,70.7,125,5.7,65
2800,New Jersey,201510,54.5,67,0.5,54
2800,New Jersey,201511,49.7,126,6.6,43.1
2800,New Jersey,201512,48,126,15,33
2800,New Jersey,201601,31.4,84,1.8,29.6
2800,New Jersey,201602,36,111,5.4,30.6
2800,New Jersey,201603,47,124,7.7,39.3
2800,New Jersey,201604,50.7,83,1.4,49.3
2800,New Jersey,201605,60.2,67,0.4,59.8
2800,New Jersey,201606,70.6,104,2.1,68.5
2800,New Jersey,201607,77.2,119,3.7,73.5
2800,New Jersey,201608,76.9,126,5.3,71.6
2800,New Jersey,201609,69.7,122,4.7,65
2800,New Jersey,201610,56.7,103,2.7,54
2800,New Jersey,201611,46.7,109,3.6,43.1
2800,New Jersey,201612,36.3,96,3.3,33
2800,New Jersey,201701,36.2,115,6.6,29.6
2800,New Jersey,201702,40.4,127,9.8,30.6
2800,New Jersey,201703,38.9,60,-0.4,39.3
2800,New Jersey,201704,55.9,127,6.6,49.3
2800,New Jersey,201705,60,62,0.2,59.8
2800,New Jersey,201706,70.4,98,1.9,68.5
2800,New Jersey,201707,75.5,102,2,73.5
2800,New Jersey,201708,71.6,53,0,71.6
2800,New Jersey,201709,68.2,115,3.2,65
2800,New Jersey,201710,60.4,125,6.4,54
2800,New Jersey,201711,44.4,78,1.3,43.1
2800,New Jersey,201712,33.2,56,0.2,33
2800,New Jersey,201801,29.2,55,-0.4,29.6
2800,New Jersey,201802,39.4,126,8.8,30.6
2800,New Jersey,201803,38.3,50,-1,39.3
2800,New Jersey,201804,48,33,-1.3,49.3
2800,New Jersey,201805,65.2,124,5.4,59.8
2800,New Jersey,201806,70.1,92,1.6,68.5
2800,New Jersey,201807,76.2,111,2.7,73.5
2800,New Jersey,201808,76.8,125,5.2,71.6
2800,New Jersey,201809,70.2,124,5.2,65
2800,New Jersey,201810,56.4,101,2.4,54
2800,New Jersey,201811,42.5,50,-0.6,43.1
2800,New Jersey,201812,37.8,110,4.8,33
2800,New Jersey,201901,31.6,89,2,29.6
2800,New Jersey,201902,34.7,101,4.1,30.6
2800,New Jersey,201903,39.4,64,0.1,39.3
2800,New Jersey,201904,54.8,124,5.5,49.3
2800,New Jersey,201905,62.8,110,3,59.8
2800,New Jersey,201906,70.6,104,2.1,68.5
2800,New Jersey,201907,78,122,4.5,73.5
2800,New Jersey,201908,74.5,112,2.9,71.6
2800,New Jersey,201909,69,118,4,65
2800,New Jersey,201910,58.2,119,4.2,54
2800,New Jersey,201911,41.3,27,-1.8,43.1
2800,New Jersey,201912,36.4,98,3.4,33
2800,New Jersey,202001,37.2,119,7.6,29.6
2800,New Jersey,202002,39,124,8.4,30.6
2800,New Jersey,202003,46.3,122,7,39.3
2800,New Jersey,202004,48.6,41,-0.7,49.3
2800,New Jersey,202005,59.1,44,-0.7,59.8
2800,New Jersey,202006,71.5,117,3,68.5
2800,New Jersey,202007,78.8,127,5.3,73.5
2800,New Jersey,202008,75.5,121,3.9,71.6
2800,New Jersey,202009,66.7,93,1.7,65
2800,New Jersey,202010,57,106,3,54
2800,New Jersey,202011,49.2,124,6.1,43.1
2800,New Jersey,202012,37,105,4,33
2800,New Jersey,202101,33.7,102,4.1,29.6
2800,New Jersey,202102,32.2,76,1.6,30.6
2800,New Jersey,202103,44,115,4.7,39.3
2800,New Jersey,202104,52.6,111,3.3,49.3
2800,New Jersey,202105,61.1,81,1.3,59.8
2800,New Jersey,202106,71.8,119,3.3,68.5
2800,New Jersey,202107,75.8,104,2.3,73.5
2900,New Mexico,201501,35.6,87,2,33.6
2900,New Mexico,201502,41.4,111,3.6,37.8
2900,New Mexico,201503,47.6,112,4.1,43.5
2900,New Mexico,201504,52.5,83,1.1,51.4
2900,New Mexico,201505,58.3,15,-1.9,60.2
2900,New Mexico,201506,71.6,101,2.4,69.2
2900,New Mexico,201507,73.1,73,0.4,72.7
2900,New Mexico,201508,73.4,116,2.5,70.9
2900,New Mexico,201509,69,126,4.5,64.5
2900,New Mexico,201510,57.5,122,3.4,54.1
2900,New Mexico,201511,43.4,76,1.3,42.1
2900,New Mexico,201512,35.9,83,1.6,34.3
2900,New Mexico,201601,34.3,71,0.7,33.6
2900,New Mexico,201602,42,117,4.2,37.8
2900,New Mexico,201603,48.3,118,4.8,43.5
2900,New Mexico,201604,52.3,78,0.9,51.4
2900,New Mexico,201605,59.4,32,-0.8,60.2
2900,New Mexico,201606,73,120,3.8,69.2
2900,New Mexico,201607,76.9,127,4.2,72.7
2900,New Mexico,201608,70.1,32,-0.8,70.9
2900,New Mexico,201609,65.9,91,1.4,64.5
2900,New Mexico,201610,59.6,125,5.5,54.1
2900,New Mexico,201611,46.7,122,4.6,42.1
2900,New Mexico,201612,37.8,111,3.5,34.3
2900,New Mexico,201701,37.2,107,3.6,33.6
2900,New Mexico,201702,44.5,126,6.7,37.8
2900,New Mexico,201703,51.2,127,7.7,43.5
2900,New Mexico,201704,53.7,104,2.3,51.4
2900,New Mexico,201705,60.1,58,-0.1,60.2
2900,New Mexico,201706,72.8,115,3.6,69.2
2900,New Mexico,201707,74.6,112,1.9,72.7
2900,New Mexico,201708,70.8,56,-0.1,70.9
2900,New Mexico,201709,66.4,104,1.9,64.5
2900,New Mexico,201710,56.4,110,2.3,54.1
2900,New Mexico,201711,50.2,126,8.1,42.1
2900,New Mexico,201712,38.7,118,4.4,34.3
2900,New Mexico,201801,37,104,3.4,33.6
2900,New Mexico,201802,41.3,110,3.5,37.8
2900,New Mexico,201803,47.2,107,3.7,43.5
2900,New Mexico,201804,55.1,117,3.7,51.4
2900,New Mexico,201805,65.5,125,5.3,60.2
2900,New Mexico,201806,74.3,126,5.1,69.2
2900,New Mexico,201807,75.1,117,2.4,72.7
2900,New Mexico,201808,73,109,2.1,70.9
2900,New Mexico,201809,66.9,112,2.4,64.5
2900,New Mexico,201810,53.9,55,-0.2,54.1
2900,New Mexico,201811,41.2,39,-0.9,42.1
2900,New Mexico,201812,35.6,79,1.3,34.3
2900,New Mexico,201901,35.6,87,2,33.6
2900,New Mexico,201902,38.1,69,0.3,37.8
2900,New Mexico,201903,45.6,90,2.1,43.5
